# Differential Gene Expression Count Matrix - Teefy et al. - PIWI-piRNA pathway-mediated Transposable Element Repression in Hydra Somatic Stem Cells
#----------------------------------------------------------------------------
# 
# abbreviations: 	ID = Transcript Identification
#					WT = Wild-type Hydra
#					KD = Somatic hywi Knockdown Hydra
#
# ID - transcript name, as assigned in Siebert et al., 2019
# WT1 - Counts from WT1 replicate
# WT2 - Counts from WT2 replicate
# WT3 - Counts from WT3 replicate
# KD1 - Counts from KD1 replicate
# KD2 - Counts from KD2 replicate
# KD3 - Counts from KD3 replicate
#
#----------------------------------------------------------------------------
#					
""	"ID"	"WT1"	"WT2"	"WT3"	"KD1"	"KD2"	"KD3"
"6696"	"t16024aep"	0	0	0	0	0	0
"6697"	"t16025aep"	439	409	395	782.36	497.44	449.89
"6698"	"t16026aep"	0	0	0	0	0	0
"6699"	"t16027aep"	0	0	0	0	0	0
"6700"	"t16028aep"	0	0	0	0	0	0
"6701"	"t16029aep"	5	4	3	9	6	1
"6702"	"t1602aep"	1416.22	1817.41	1535.61	1349.74	1425.02	1851.64
"6703"	"t16030aep"	71	89	79	79	93	88
"6704"	"t16031aep"	0	0	0	0	0	0
"6705"	"t16032aep"	0	0	0	0	0	0
"6706"	"t16033aep"	632	730.02	697	704.69	647.25	721
"6707"	"t16034aep"	0	0	0	0	0	0
"6708"	"t16035aep"	2	4	1.97	3	5	0
"6709"	"t16036aep"	4	12	5	6	5	10
"6710"	"t16037aep"	8	8	4	14	13	17
"6711"	"t16038aep"	3	6	6.88	7	7	6
"6712"	"t16039aep"	9848.17	12576.35	11979.46	12681.47	12208.85	14360.62
"6713"	"t1603aep"	0	0	0	0	0	0
"6714"	"t16040aep"	0	0	0	0	0	0
"6715"	"t16041aep"	18.73	23	13.31	24	16.33	29.96
"6716"	"t16042aep"	285.96	416	420	362	366	372
"6717"	"t16043aep"	30690.13	27970.79	27787.32	46551.05	32386.06	26898.45
"6718"	"t16044aep"	8	7	4	10	6	5
"6719"	"t16045aep"	258	320	174	378.99	316.98	294
"6720"	"t16046aep"	3	8.03	10	10	7	11.77
"6721"	"t16047aep"	193	220	206.99	189.3	167	210
"6722"	"t16048aep"	58	73	43	77	78	77
"6723"	"t16049aep"	2	2	2	2	4	4
"6724"	"t1604aep"	0	0	0	0	0	0
"6725"	"t16050aep"	0	0	0	0	0	0
"6726"	"t16051aep"	8.64	21.24	21.03	65.1	87.43	27.99
"6727"	"t16052aep"	36.52	47.74	37.92	66.12	53.1	65.17
"6728"	"t16053aep"	3432.95	3772.11	3100.36	3931	3598.8	4598.52
"6729"	"t16054aep"	0	0	0	0	0	0
"6730"	"t16055aep"	0	0	0	0	0	0
"6731"	"t16056aep"	0	0	0	0	0	0
"6732"	"t16057aep"	0	0	0	0	0	0
"6733"	"t16058aep"	608	502	479.05	774.93	504.11	756.97
"6734"	"t16059aep"	926	1053	744.02	1275.61	1057.99	1139.2
"6735"	"t1605aep"	13	14	19	21	23	16
"6736"	"t16060aep"	0	0	0	0	0	0
"6737"	"t16061aep"	3302	954	2016.09	3325	803	1307.99
"6738"	"t16062aep"	0	0	0	0	0	0
"6739"	"t16063aep"	158	191	164	217	196	185
"6740"	"t16064aep"	1.13	0	0.48	1.38	0	0
"6741"	"t16065aep"	11.87	6	2.52	15.62	4	5
"6742"	"t16066aep"	5.01	0	3.62	4.67	4.07	4.08
"6743"	"t16067aep"	16.74	10	2	12	16.94	9
"6744"	"t16068aep"	412.05	225.61	205.45	602.23	239.69	346.38
"6745"	"t16069aep"	1546	1982.49	1523	1956	1705.96	1943.01
"6746"	"t1606aep"	63	57	54	93.76	69.48	66.99
"6747"	"t16070aep"	40	56	47	49.13	69	46
"6748"	"t16071aep"	21	30	19.03	24.99	27.93	22.02
"6749"	"t16072aep"	4	1	1	3	3	4
"6750"	"t16073aep"	17	18.82	18.75	40.88	27.94	25.84
"6751"	"t16074aep"	6	12	4	5	6	7
"6752"	"t16075aep"	4.62	2	0	3.19	0	1
"6753"	"t16076aep"	3.38	0	0	15.81	1	0
"6754"	"t16077aep"	0	0	0	0	0	0
"6755"	"t16078aep"	1.99	3	1	5.37	0	4
"6756"	"t16079aep"	0	0	0	0	0	0
"6757"	"t1607aep"	0	3.99	3	0	2	1
"6758"	"t16080aep"	3.08	9.97	5	6	7	8.06
"6759"	"t16081aep"	962	1053	968	1104.79	987	1164
"6760"	"t16082aep"	0	0	0	0	0	0
"6761"	"t16083aep"	315	507	347	304	426.98	422
"6762"	"t16084aep"	27.82	25.13	19.08	66.34	50.28	36.44
"6763"	"t16085aep"	3479.02	3598.04	3442.45	7123.93	6651.48	3652.99
"6764"	"t16086aep"	0	0	0	0	0	0
"6765"	"t16087aep"	7	8	3	11	12	10
"6766"	"t16088aep"	197	209	196	339	297	218
"6767"	"t16089aep"	0	0	0	0	0	0
"6768"	"t1608aep"	82.35	101.06	49.02	97.11	95.97	85
"6769"	"t16090aep"	57	94	85	70	66.06	90
"6770"	"t16091aep"	0	0	0	0	0	0
"6771"	"t16092aep"	319.98	427	366	407.97	401.66	430
"6772"	"t16093aep"	0	0	0	0	0	0
"6773"	"t16094aep"	2	1	2	9	5	7
"6774"	"t16095aep"	0	0	0	0	0	0
"6775"	"t16096aep"	0	0	0	0	0	0
"6776"	"t16097aep"	30	25	33	54	36	32
"6777"	"t16098aep"	86	75	76	139	102	88
"6778"	"t16099aep"	272.03	354	345.72	284	310	307
"6779"	"t1609aep"	286.72	351	341.08	413	322.84	379.34
"6780"	"t160aep"	394.93	433	452.98	485.88	441.41	466.44
"6781"	"t16100aep"	662	779	786	749	673	722
"6782"	"t16101aep"	714	1342	1055.21	1157.99	1245.06	1394.03
"6783"	"t16102aep"	0	0	0	0	0	0
"6784"	"t16103aep"	5	4	5	3	4	2
"6785"	"t16104aep"	1	6	1.94	9	3	3
"6786"	"t16105aep"	0	0	0	0	0	0
"6787"	"t16106aep"	0	0	0	0	0	0
"6788"	"t16107aep"	8	9	4	5	9	5
"6789"	"t16108aep"	3517.81	5345.99	4487.86	4260.98	4907.18	4280.92
"6790"	"t16109aep"	2	1	4	2	3	1
"6791"	"t1610aep"	244	310	242	377.96	264	270.05
"6792"	"t16110aep"	17	22	21.18	15	15.53	27
"6793"	"t16111aep"	8	11	8	14	9	12.05
"6794"	"t16112aep"	675.83	720.03	712	1081.02	902.02	752
"6795"	"t16113aep"	0	0	0	0	0	0
"6796"	"t16114aep"	0	0	0	0	0	0
"6797"	"t16115aep"	0	0	0	0	0	0
"6798"	"t16116aep"	8	7	12.05	13.99	16	13.84
"6799"	"t16117aep"	5	4	3.98	9	6.01	7.13
"6800"	"t16118aep"	30	16	15	38	20.01	34
"6801"	"t16119aep"	2	1	2	1	2	5
"6802"	"t1611aep"	8	3.84	1	8	5.51	7
"6803"	"t16120aep"	276	353	344	363	337	313.32
"6804"	"t16121aep"	0	0	0	0	0	0
"6805"	"t16122aep"	0	0	0	0	0	0
"6806"	"t16123aep"	553.96	592.89	435.9	897.62	649.31	741.72
"6807"	"t16124aep"	11.44	3	6	36.19	25.01	3.1
"6808"	"t16125aep"	57.92	35.21	23.51	151.82	121.82	45.22
"6809"	"t16126aep"	26.66	31	12	50.24	31.73	32.01
"6810"	"t16127aep"	22.42	36.79	7.5	40.7	43.45	10.66
"6811"	"t16128aep"	2	4.37	9	7	5	10.9
"6812"	"t16129aep"	12	8	5	9	5	6
"6813"	"t1612aep"	15.76	35.93	38.93	20	18	32.99
"6814"	"t16130aep"	59.13	86.97	67	114.67	104.38	89.93
"6815"	"t16131aep"	138.59	36.11	62.32	128.89	70.2	52.31
"6816"	"t16132aep"	44.02	19.51	35.79	62.9	30.01	31.94
"6817"	"t16133aep"	7.31	21.66	17.46	21.39	10.04	13.92
"6818"	"t16134aep"	5	6	2	8	4	4
"6819"	"t16135aep"	6.85	6.06	3.42	7	3.53	6.49
"6820"	"t16136aep"	1092.28	1001.85	818.38	1300.21	914.81	1109.47
"6821"	"t16137aep"	7	9.62	11	5.19	12	16.73
"6822"	"t16138aep"	0	0	0	4.94	0	0
"6823"	"t16139aep"	18.44	21.81	0	34.35	16.45	30.41
"6824"	"t1613aep"	0	0	0	0	0	0
"6825"	"t16140aep"	35.55	45.57	30.04	37.56	46.59	39.49
"6826"	"t16141aep"	13	10.67	5.84	15.88	11.16	15.46
"6827"	"t16142aep"	6	9	6	10	9	11
"6828"	"t16143aep"	37	63	35	63	61	40
"6829"	"t16144aep"	0	0	0	0	0	0
"6830"	"t16145aep"	44.98	52.96	33	75	48	59.98
"6831"	"t16146aep"	196.74	187.71	115.47	288.68	190.54	245.93
"6832"	"t16147aep"	142	114.1	67.09	165.25	105.88	110.08
"6833"	"t16148aep"	19.64	17.84	14.83	24.23	14.34	18.36
"6834"	"t16149aep"	1.14	1	1.68	2.36	1.06	0.63
"6835"	"t1614aep"	90	143	159	80	126	139
"6836"	"t16150aep"	5.79	3.29	2.34	4.89	4.24	0
"6837"	"t16151aep"	5	3	1.21	2	3	4
"6838"	"t16152aep"	7.94	3.57	8.81	9.18	5.76	5.73
"6839"	"t16153aep"	344	277	171	1402.1	855.78	301.83
"6840"	"t16154aep"	78	150	84.99	161	165.48	126.06
"6841"	"t16155aep"	26.44	24	22.59	41.13	26.62	25.13
"6842"	"t16156aep"	238	282.18	181.7	330	264.97	360
"6843"	"t16157aep"	3.12	6.83	7.94	19.86	15.23	11.09
"6844"	"t16158aep"	5.08	5.14	0	7.07	3.47	10.09
"6845"	"t16159aep"	13.1	8.66	8.31	14.18	14.16	15.37
"6846"	"t1615aep"	200	208	176	232.01	272.06	260
"6847"	"t16160aep"	2.19	7.74	5.4	8.57	3.15	7.66
"6848"	"t16161aep"	27.76	34.54	29.93	26.92	50.17	11.38
"6849"	"t16162aep"	56.67	28.64	37.58	68.4	36.2	101.99
"6850"	"t16163aep"	0.58	0	1.81	1.69	0	2.42
"6851"	"t16164aep"	0	1	0	0	0	0
"6852"	"t16165aep"	64.67	101.97	40.62	86.39	81.44	78.54
"6853"	"t16166aep"	8	9	4	7	11	7
"6854"	"t16167aep"	317	589	397.03	542.01	571.7	521
"6855"	"t16168aep"	15.25	27	25.24	23.2	21.33	27.42
"6856"	"t16169aep"	422.88	492.82	362.56	497.01	461.55	546.94
"6857"	"t1616aep"	120	149	133	227.18	199	142
"6858"	"t16170aep"	452	534	365.66	907.05	532	654
"6859"	"t16171aep"	8810.12	5482.57	3847.98	11458.32	6210.5	6694.65
"6860"	"t16172aep"	2532.2	1380.57	1105.83	3283.93	1614.25	1883.6
"6861"	"t16173aep"	6.01	5.09	0	5.32	6.35	7.85
"6862"	"t16174aep"	0	3.68	3.32	0	0	3.88
"6863"	"t16175aep"	0	0	0	0	0	0
"6864"	"t16176aep"	7.27	5.67	2	9.63	9.81	2
"6865"	"t16177aep"	25.09	38.58	22.4	39.89	36.09	39
"6866"	"t16178aep"	0	6	6	7.01	6	9.96
"6867"	"t16179aep"	468	179.64	205.34	989.1	324.96	358.04
"6868"	"t1617aep"	3	5	6	10	8	8.92
"6869"	"t16180aep"	28	46	26.98	32	31	53
"6870"	"t16181aep"	63.06	48.35	54.14	85.84	68.68	52.92
"6871"	"t16182aep"	139	103	79.01	511.77	235.57	163.05
"6872"	"t16183aep"	1	1	0	2	0	0
"6873"	"t16184aep"	12.81	3.34	3.73	16.43	4.23	3.37
"6874"	"t16185aep"	167.72	126.3	150.76	290.68	177.71	159.06
"6875"	"t16186aep"	0	0	0	0	0	0
"6876"	"t16187aep"	4023.04	4610.39	3628.5	5047.05	4453.35	5248.29
"6877"	"t16188aep"	2707.75	2322.68	2109.7	3632.06	2114.18	3710.81
"6878"	"t16189aep"	20.2	15	13	32.47	31.12	24
"6879"	"t1618aep"	905	1335	1330.71	1248.08	1310	1434
"6880"	"t16190aep"	34	36	20.04	49.95	33	29.73
"6881"	"t16191aep"	31	42	45	59	35	49.99
"6882"	"t16192aep"	30.64	24.04	20.06	41.78	24.16	35.11
"6883"	"t16193aep"	37.03	16.85	19.39	29.28	21.06	36.01
"6884"	"t16194aep"	69.58	91.93	62.56	76.17	52.77	67.4
"6885"	"t16195aep"	62.09	61.32	39.06	97.86	59.93	88.77
"6886"	"t16196aep"	76.39	66.08	53.11	89.4	87.78	80.91
"6887"	"t16197aep"	35.82	30.52	20.65	24.15	30.88	22.95
"6888"	"t16198aep"	0	0	0	0	0	0
"6889"	"t16199aep"	3.8	13.37	17.22	25.01	8.95	7.72
"6890"	"t1619aep"	0	0	0	0	0	0
"6891"	"t161aep"	152	248	207	162	203	294
"6892"	"t16200aep"	63	90.04	73	88	75	112
"6893"	"t16201aep"	345	415	364	428	432.99	395.18
"6894"	"t16202aep"	4332.16	4421.88	4193.17	5506.04	4540.65	4483.19
"6895"	"t16203aep"	16.1	13.21	15.75	17.62	13.76	17.02
"6896"	"t16204aep"	133.71	169.99	100.14	207.86	182.57	155
"6897"	"t16205aep"	29.54	5.54	11.67	41.14	12.53	12.85
"6898"	"t16206aep"	11.23	7.32	5.27	21.96	3.15	4.99
"6899"	"t16207aep"	7.33	8.58	8.84	8	12.55	8.8
"6900"	"t16208aep"	35	24	29	36.84	27	39.11
"6901"	"t16209aep"	29.81	10.94	19.9	67.12	23.24	18.34
"6902"	"t1620aep"	45.85	53.74	39.35	76.23	47.44	59.85
"6903"	"t16210aep"	6.63	8.33	2.44	4.68	4.49	3.14
"6904"	"t16211aep"	1.02	0.91	0	1.14	2.14	0
"6905"	"t16212aep"	8.37	7.4	4.9	10.44	4.64	4.54
"6906"	"t16213aep"	712	511	456	1034.99	589.14	817.93
"6907"	"t16214aep"	47	58.15	47	82	63	58.2
"6908"	"t16215aep"	123.81	212.91	186.04	146.3	164.79	177.32
"6909"	"t16216aep"	9.3	11.08	7.79	28.94	10.56	9.79
"6910"	"t16217aep"	192.7	233.92	138.63	277.45	224.43	247.48
"6911"	"t16218aep"	341.78	535.97	494.01	511.85	464.46	540.07
"6912"	"t16219aep"	457.22	772.23	663.58	630.17	714.56	782.93
"6913"	"t1621aep"	903.78	1067.96	1150.95	1044.09	1095.18	1116.33
"6914"	"t16220aep"	100	94	46.12	141	86	99
"6915"	"t16221aep"	56	58	33	50	62	54
"6916"	"t16222aep"	57.06	92.81	58.56	100.38	85.73	83.69
"6917"	"t16223aep"	0	0	0	0	0	1.49
"6918"	"t16224aep"	4	3.51	8.56	10.75	7.54	15.23
"6919"	"t16225aep"	13.53	20.68	8.21	27.22	24.55	18.48
"6920"	"t16226aep"	5	2	5	4	4	2
"6921"	"t16227aep"	7.32	4.93	2.98	8.52	9.44	10.01
"6922"	"t16228aep"	32.13	36.22	17.45	43.84	28.09	52.66
"6923"	"t16229aep"	17	18	17	21	15	34
"6924"	"t1622aep"	2.65	0	0	0	2.75	0.92
"6925"	"t16230aep"	282	416	350.74	487	448	380
"6926"	"t16231aep"	3	7	5	5	5	12
"6927"	"t16232aep"	0	0	0	0	0	0
"6928"	"t16233aep"	0	0	0	0	0	0
"6929"	"t16234aep"	249	287	233	350	304	373
"6930"	"t16235aep"	32	4	8.99	50	20	10
"6931"	"t16236aep"	0	0	0	0	0	0
"6932"	"t16237aep"	8	12	8	18	14	16
"6933"	"t16238aep"	159	123	77	219.74	134	117
"6934"	"t16239aep"	0	0	0	0	0	0
"6935"	"t1623aep"	8.41	4.04	6.05	5.91	3.07	1.69
"6936"	"t16240aep"	0	0	0	0	0	0
"6937"	"t16241aep"	0	0	0	0	0	0
"6938"	"t16242aep"	2	2	2	3	6	5
"6939"	"t16243aep"	655	954.02	735.08	826	766.83	785.04
"6940"	"t16244aep"	0	0	0	0	0	0
"6941"	"t16245aep"	0	0	0	0	0	0
"6942"	"t16246aep"	4	5	6	4	5	7
"6943"	"t16247aep"	4.92	4	3	33.93	11.96	9
"6944"	"t16248aep"	2	3	0	1.01	0	0
"6945"	"t16249aep"	639	927.35	860.02	802	918	904.98
"6946"	"t1624aep"	5	9	1	4	10	4
"6947"	"t16250aep"	8	3	3	4	4	4
"6948"	"t16251aep"	0	0	0	0	0	0
"6949"	"t16252aep"	84	106	104	88	106	97
"6950"	"t16253aep"	0	0	0	0	0	0
"6951"	"t16254aep"	2020	2687.92	2658.65	2331.83	2554.03	2572.08
"6952"	"t16255aep"	0	0	0	0	0	0
"6953"	"t16256aep"	0	0	0	0	0	0
"6954"	"t16257aep"	1231	1317.84	1084.75	1255	1204.99	1264
"6955"	"t16258aep"	0	0	0	0	0	0
"6956"	"t16259aep"	0	0	0	0	0	0
"6957"	"t1625aep"	1	2	2	5	3	0
"6958"	"t16260aep"	1	0	0	0	0	2
"6959"	"t16261aep"	6	7	1.89	5.01	8.6	6.56
"6960"	"t16262aep"	0	0	0	0	0	0
"6961"	"t16263aep"	3	3	6	8	8	8
"6962"	"t16264aep"	0	2	0	7	2.93	1
"6963"	"t16265aep"	0	0	0	0	0	0
"6964"	"t16266aep"	0	0	0	0	0	0
"6965"	"t16267aep"	473	707	608	627.02	641.01	638
"6966"	"t16268aep"	0	0	0	0	0	0
"6967"	"t16269aep"	3	2	4	2	2	2
"6968"	"t1626aep"	0	0	0	0	0	0
"6969"	"t16270aep"	0	0	0	0	0	0
"6970"	"t16271aep"	24	14	13	30	20	17
"6971"	"t16272aep"	205	338	286	239	292	217
"6972"	"t16273aep"	0	0	0	0	0	0
"6973"	"t16274aep"	8	21	22	26	23	11
"6974"	"t16275aep"	0	0	0	0	0	0
"6975"	"t16276aep"	0	0	0	0	0	0
"6976"	"t16277aep"	510	740.81	743.17	677	676	620
"6977"	"t16278aep"	3	2	3	3.01	3	2
"6978"	"t16279aep"	0	0	0	0	0	0
"6979"	"t1627aep"	0	0	0	0	0	0
"6980"	"t16280aep"	0	0	0	0	0	0
"6981"	"t16281aep"	0	0	0	0	0	0
"6982"	"t16282aep"	3	1.02	2.96	2.38	5	3
"6983"	"t16283aep"	0	3	0	2	2	1
"6984"	"t16284aep"	330	546	418	302	378	510
"6985"	"t16285aep"	1147.99	896	869	2226.77	1188.02	1199
"6986"	"t16286aep"	1.74	1	3	8	6	2.05
"6987"	"t16287aep"	7	5	12	10	9	13
"6988"	"t16288aep"	21	11	8	21	10	8
"6989"	"t16289aep"	2269.97	1957	1590	2681	1928.88	2632.7
"6990"	"t1628aep"	424.49	455.99	448	514.97	485.02	506
"6991"	"t16290aep"	524.66	618.08	619.24	704.89	625.99	623.36
"6992"	"t16291aep"	0	0	0	0	0	0
"6993"	"t16292aep"	55.84	47.05	26.99	54	35	44
"6994"	"t16293aep"	0	0	0	0	0	0
"6995"	"t16294aep"	1	2	5	4	2	4
"6996"	"t16295aep"	105	211	192	133	149	151
"6997"	"t16296aep"	20406.8	18834.13	18283.35	21199.67	18868.62	18637.93
"6998"	"t16297aep"	0	0	0	0	0	0
"6999"	"t16298aep"	0	0	0	0	0	0
"7000"	"t16299aep"	331	390	352	410	381	372.01
"7001"	"t1629aep"	0	0	0	0	0	0
"7002"	"t162aep"	27.62	16.97	9.74	24.49	16.56	19.22
"7003"	"t16300aep"	746	892.85	873	780	864.99	839.99
"7004"	"t16301aep"	4.37	3.98	0	3.24	3.54	0
"7005"	"t16302aep"	2	1	0	5	5.02	1
"7006"	"t16303aep"	1073.08	1514.19	1452	1273	1352.01	1396
"7007"	"t16304aep"	15	47	27	30	32	24
"7008"	"t16305aep"	1191.02	1654.31	1780.03	1425.98	1631.22	1516.78
"7009"	"t16306aep"	0	0	0	0	0	0
"7010"	"t16307aep"	0	0	0	0	0	0
"7011"	"t16308aep"	0	0	1	6	0	2
"7012"	"t16309aep"	1541	2150.26	1921	1774.23	1933.2	2144.11
"7013"	"t1630aep"	201	245	150	261	174.07	221
"7014"	"t16310aep"	3	1	5	4	6	5
"7015"	"t16311aep"	3	0	1	11	4	0
"7016"	"t16312aep"	721.18	755.03	801	816	696	881
"7017"	"t16313aep"	3	3	2	4	7	3
"7018"	"t16314aep"	0	0	0	0	0	0
"7019"	"t16315aep"	0	0	0	0	0	0
"7020"	"t16316aep"	0	0	0	0	0	0
"7021"	"t16317aep"	0	0	0	0	0	0
"7022"	"t16318aep"	0	0	0	0	0	0
"7023"	"t16319aep"	132.99	140	153	145	110	133
"7024"	"t1631aep"	0	0	0	0	0	0
"7025"	"t16320aep"	0	0	0	0	0	0
"7026"	"t16321aep"	127	301	245	133	239	178.74
"7027"	"t16322aep"	0	0	0	0	0	0
"7028"	"t16323aep"	15	34	17	30	41	37
"7029"	"t16324aep"	0	0	0	0	0	0
"7030"	"t16325aep"	0	0	0	0	0	0
"7031"	"t16326aep"	0	0	0	0	0	0
"7032"	"t16327aep"	0	0	0	0	0	0
"7033"	"t16328aep"	11.85	24.96	18.9	17.03	18.94	31.96
"7034"	"t16329aep"	0	0	0	0	0	0
"7035"	"t1632aep"	9	4	1	15	5	6.97
"7036"	"t16330aep"	186	280	269	250	257.09	290
"7037"	"t16331aep"	0	0	0	0	0	0
"7038"	"t16332aep"	21	56	49	72	51	64
"7039"	"t16333aep"	0	0	0	0	0	0
"7040"	"t16334aep"	0.99	4	6	25	17	4
"7041"	"t16335aep"	652.38	869	852.62	762.03	763.99	768
"7042"	"t16336aep"	0	0	0	0	0	0
"7043"	"t16337aep"	1443.33	2329	2353.99	1733	2246.32	2252
"7044"	"t16338aep"	0	0	0	0	0	0
"7045"	"t16339aep"	0	0	0	0	0	0
"7046"	"t1633aep"	11	13	6	16	13	10
"7047"	"t16340aep"	1090.96	1462	1371	1389.01	1471.42	1369.02
"7048"	"t16341aep"	0	0	0	0	0	0
"7049"	"t16342aep"	0	0	0	0	0	0
"7050"	"t16343aep"	3	2.98	2	2	1	4
"7051"	"t16344aep"	0	0	0	0	0	0
"7052"	"t16345aep"	988	1370	1284.84	1141	1144	1257.02
"7053"	"t16346aep"	9	12	7	13	15.91	14
"7054"	"t16347aep"	0	0	0	0	0	0
"7055"	"t16348aep"	0	0	0	0	0	0
"7056"	"t16349aep"	49	94	114	82	69	82
"7057"	"t1634aep"	0	0	0	0	0	0
"7058"	"t16350aep"	2340.5	3116.11	2746	2676.97	2833.24	2694.46
"7059"	"t16351aep"	2	0	0	78	21	8
"7060"	"t16352aep"	2	14	1.84	17	10	10.97
"7061"	"t16353aep"	42	48	27	38	47	35
"7062"	"t16354aep"	0	0	0	0	0	0
"7063"	"t16355aep"	0	0	0	0	0	0
"7064"	"t16356aep"	178	136	263.01	938.74	402.07	319
"7065"	"t16357aep"	0	0	0	0	0	0
"7066"	"t16358aep"	1201.32	1785	1630	1390	1567.83	1658.03
"7067"	"t16359aep"	3	5	2	1	2	5
"7068"	"t1635aep"	2330.99	2261.99	1728.94	2996.28	2379.97	2813.23
"7069"	"t16360aep"	0	0	0	0	0	0
"7070"	"t16361aep"	0	0	0	0	0	0
"7071"	"t16362aep"	0	0	0	0	0	0
"7072"	"t16363aep"	0	0	0	0	0	0
"7073"	"t16364aep"	1	1	2	1	0	0
"7074"	"t16365aep"	0	0	0	0	0	0
"7075"	"t16366aep"	0	0	0	0	0	0
"7076"	"t16367aep"	13	9	16	24	15	19
"7077"	"t16368aep"	478.7	763.64	596.47	563.71	689.5	519.62
"7078"	"t16369aep"	1554	2032.16	2131	1838	2007.24	2070.43
"7079"	"t1636aep"	118.76	114	131	151	133	146
"7080"	"t16370aep"	1288	2006	1774	1690	1836.74	1710
"7081"	"t16371aep"	122	149	135.95	181	168	141
"7082"	"t16372aep"	13	9	10	13	7	16.28
"7083"	"t16373aep"	234.56	343	319	301	300	304
"7084"	"t16374aep"	0	0	0	0	0	0
"7085"	"t16375aep"	0	0	0	0	0	0
"7086"	"t16376aep"	0	0	0	0	0	0
"7087"	"t16377aep"	0	0	0	0	0	0
"7088"	"t16378aep"	0	0	0	0	0	0
"7089"	"t16379aep"	3	5.09	1.87	0	8.74	7.33
"7090"	"t1637aep"	421	543	495	515.99	467	615
"7091"	"t16380aep"	2	0	1	1	2	0
"7092"	"t16381aep"	0	0	0	0	0	0
"7093"	"t16382aep"	0	0	0	0	0	0
"7094"	"t16383aep"	9	10	7	15	11	5
"7095"	"t16384aep"	0	0	0	0	0	0
"7096"	"t16385aep"	4	0	0	1	2	2
"7097"	"t16386aep"	2	1	0	6	4	4
"7098"	"t16387aep"	0	0	0	0	0	0
"7099"	"t16388aep"	1703.61	1759.44	1857.59	2963.15	2004.51	2206.3
"7100"	"t16389aep"	28	26	19	39	18	18
"7101"	"t1638aep"	494.15	615	477	619.46	562	635
"7102"	"t16390aep"	0	0	0	2	0	0
"7103"	"t16391aep"	0	4.99	4	1	5	4
"7104"	"t16392aep"	0	0	0	0	0	0
"7105"	"t16393aep"	0	0	0	0	0	0
"7106"	"t16394aep"	0.99	2.94	2.99	7.01	3	2.08
"7107"	"t16395aep"	4	8	4	7	5	3
"7108"	"t16396aep"	1	0	0	0	0	0
"7109"	"t16397aep"	0	0	1	1	1	1.98
"7110"	"t16398aep"	3	1	3	1	1	5
"7111"	"t16399aep"	0	0	0	0	0	0
"7112"	"t1639aep"	1824	2368.92	2028.92	2228	2417	2481.74
"7113"	"t163aep"	22.77	14	18	30.37	21	24
"7114"	"t16400aep"	0	0	1	0	1	1
"7115"	"t16401aep"	5	3	1	3	6	4
"7116"	"t16402aep"	0	0	0	0	0	0
"7117"	"t16403aep"	3	4	2	8	4	2
"7118"	"t16404aep"	1	1	2	2	3	1
"7119"	"t16405aep"	2	2	1	6	4	4
"7120"	"t16406aep"	0	2	2	0	1	3
"7121"	"t16407aep"	0	0	0	0	1	0
"7122"	"t16408aep"	7	12	18	7	12	19
"7123"	"t16409aep"	0	0	0	0	0	0
"7124"	"t1640aep"	4	5	2	3.89	9	8
"7125"	"t16410aep"	1	1	0	0	2	1
"7126"	"t16411aep"	6	17	8.96	10	13	8
"7127"	"t16412aep"	1	0	0	1	3	0
"7128"	"t16413aep"	3	3	1	0	1	1
"7129"	"t16414aep"	0	0	1	0	1	1
"7130"	"t16415aep"	0	0	0	0	0	0
"7131"	"t16416aep"	2	1	4	1	2	4
"7132"	"t16417aep"	0	1	1	1	0	2
"7133"	"t16418aep"	9	18	10	27	23	11
"7134"	"t16419aep"	0	0	0	0	0	0
"7135"	"t1641aep"	304	212.24	138.56	430.07	247.36	175.39
"7136"	"t16420aep"	0	0	0	0	0	0
"7137"	"t16421aep"	1	1	1	0	0	1
"7138"	"t16422aep"	22.21	11	9.06	36.49	24.55	13.71
"7139"	"t16423aep"	2696.97	4214.99	2930.03	4239.08	4208.11	4433.62
"7140"	"t16424aep"	6687.06	4605.39	3310.11	17874.49	9737.32	3882.9
"7141"	"t16425aep"	0	0	0	0	0	0
"7142"	"t16426aep"	363.74	356	298	431	416	382
"7143"	"t16427aep"	37	58.03	46	45	59	51
"7144"	"t16428aep"	196.54	317.12	204	277.22	340	219
"7145"	"t16429aep"	2	1	0	1	1.37	0
"7146"	"t1642aep"	87	80	70	104	71	103
"7147"	"t16430aep"	0	1	3	2	2	3
"7148"	"t16431aep"	1052.02	1488	1570	1368	1357	1490.36
"7149"	"t16432aep"	974	904.15	917.32	1362	1084.96	1016
"7150"	"t16433aep"	2	4	4	6	3	7
"7151"	"t16434aep"	13	16	9	14	11	12
"7152"	"t16435aep"	422	470	547	554	479	582
"7153"	"t16436aep"	1490.7	1913.45	1763.91	1929.79	1727.42	1866.05
"7154"	"t16437aep"	144	215.67	144	187	169	171
"7155"	"t16438aep"	3.01	3	2	0	4	0
"7156"	"t16439aep"	0	0	0	0	0	0
"7157"	"t1643aep"	514.01	435.21	307	666	486	581
"7158"	"t16440aep"	6144.37	7643.58	5620.01	6699.67	6998.7	7563.27
"7159"	"t16441aep"	666	967	663	1006	983.45	824
"7160"	"t16442aep"	0	0	0	0	0	0
"7161"	"t16443aep"	0	0	0	0	0	0
